PROP_SUB_TYPE_EN,ACTUAL_AREA,COMMON_AREA,ACTUAL_COMMON_AREA,BUILT_UP_AREA,BLD_LEVELS,SHOPS,FLATS,OFFICES,SWIMMING_POOLS,ELEVATORS,CREATION_DATE,IS_OFFPLAN_EN,PRE_REGISTRATION_NUMBER,IS_FREE_HOLD_EN,IS_LEASE_HOLD_EN,FLOORS,ROOMS_EN,CAR_PARKS,LAND_NUMBER,LAND_SUB_NUMBER,LAND_TYPE_EN,MASTER_PROJECT_EN,PROJECT_NUMBER,PROJECT_EN,AREA_EN,ZONE_EN
"Villa","1470.21","1.37","806.23","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6565","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","860.16","0.8","471.69","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6554","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","894.76","0.83","490.67","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6555","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570.18","0.53","312.67","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6585","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","585.49","0.54","321.07","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6595","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","585.13","0.54","320.87","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6596","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","689.97","0.64","378.36","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6600","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","952.25","0.89","522.19","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6569","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","915.55","0.85","502.07","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6547","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","956.69","0.89","524.63","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6557","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","841.62","0.78","461.53","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6511","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","142.6","0.22","0","224.52","","","","","","","2026-01-20 17:10:37","Ready","","Free Hold","No","3","4 B/R","2","207","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","170.2","0.26","0","224.52","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","189","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","120.75","0.18","0","218.49","","","","","","","2026-01-20 17:10:41","Ready","","Free Hold","No","3","4 B/R","2","201","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","112.24","0.17","0","218.49","","","","","","","2026-01-20 17:10:36","Ready","","Free Hold","No","3","4 B/R","2","169","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21654","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21637","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21643","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21630","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","2","4 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.59","0.26","210.7","295.57","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","3","5 B/R","2","21616","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.36","0.27","212.4","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21608","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","229.6","0.28","220.3","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21587","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.56","0.26","210.67","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21633","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21638","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.06","0.27","212.11","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21601","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","3","5 B/R","2","21638","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","326.62","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","3","5 B/R","2","21578","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21650","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.01","0.17","138.18","265.16","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21620","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","217.72","0.26","208.9","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21602","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21626","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.17","0.17","138.33","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21624","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","3","5 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21648","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.29","0.27","212.33","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21604","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","243.58","0.29","233.72","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21571","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.03","0.17","138.2","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21624","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","223.59","0.27","214.54","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21600","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.64","0.27","212.67","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21627","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21628","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","237.44","0.29","227.83","295.57","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","3","5 B/R","2","21622","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","248.36","0.3","238.3","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21628","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21638","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.68","0.26","210.79","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21574","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21570","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21658","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","3","5 B/R","2","21646","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21617","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.48","0.27","212.51","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21612","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21648","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21646","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21617","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.06","0.17","138.23","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21619","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.37","0.27","212.41","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21607","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21644","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21575","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.05","0.17","138.22","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21623","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","229.39","0.28","220.1","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21593","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","238.14","0.29","228.5","295.57","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","3","5 B/R","2","21619","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.11","0.17","138.28","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21624","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","217.94","0.26","209.12","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21603","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21629","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21627","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21631","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","145.68","0.18","139.78","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21657","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","222.03","0.27","213.04","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21584","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","239.23","0.29","229.54","295.57","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","3","5 B/R","2","21618","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21570","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21660","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","220.97","0.27","212.02","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21612","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21651","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","267.42","0.32","256.59","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","322.18","0.29","287.03","323.29","","","","","","","2026-04-02 10:06:24","Ready","","Free Hold","No","3","3 B/R","2","8135","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","298.99","0.27","266.37","323.29","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8089","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","411.25","0.37","366.39","390.63","","","","","","","2026-04-02 10:06:32","Ready","","Free Hold","No","3","4 B/R","2","8045","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","314.36","0.29","280.07","323.29","","","","","","","2026-04-02 10:06:25","Ready","","Free Hold","No","3","3 B/R","2","8121","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","471.09","0.6","404.97","388.99","","","","","","","2026-04-02 10:08:53","Ready","","Free Hold","No","3","4 B/R","2","8543","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.27","266.38","329.1","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8073","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","402.35","0.51","345.87","328.58","","","","","","","2026-04-02 10:08:52","Ready","","Free Hold","No","3","3 B/R","2","8640","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.38","257.03","328.58","","","","","","","2026-04-02 10:08:56","Ready","","Free Hold","No","3","3 B/R","2","8597","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","554","0.7","476.24","390.25","","","","","","","2026-04-02 10:08:57","Ready","","Free Hold","No","3","4 B/R","2","8548","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","424.22","0.39","377.94","387","","","","","","","2026-04-02 10:06:33","Ready","","Free Hold","No","3","4 B/R","2","8062","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","452.68","0.41","403.3","388.99","","","","","","","2026-04-02 10:06:31","Ready","","Free Hold","No","3","4 B/R","2","8207","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","409.44","0.37","364.77","388.99","","","","","","","2026-04-02 10:06:31","Ready","","Free Hold","No","3","4 B/R","2","8018","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","326.03","0.3","290.46","323.29","","","","","","","2026-04-02 10:06:24","Ready","","Free Hold","No","3","3 B/R","2","8124","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","476.67","0.6","409.76","388.99","","","","","","","2026-04-02 10:08:53","Ready","","Free Hold","No","3","4 B/R","2","8659","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.27","266.38","323.29","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8071","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","489.76","0.45","436.33","388.27","","","","","","","2026-04-02 10:06:25","Ready","","Free Hold","No","3","4 B/R","2","8057","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","400","0.51","343.85","388.99","","","","","","","2026-04-02 10:08:52","Ready","","Free Hold","No","3","4 B/R","2","8557","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.38","257.03","328.58","","","","","","","2026-04-02 10:08:56","Ready","","Free Hold","No","3","3 B/R","2","8598","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","384.32","0.35","342.39","329.1","","","","","","","2026-04-02 10:06:27","Ready","","Free Hold","No","3","3 B/R","2","8272","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","409.44","0.37","364.77","390.63","","","","","","","2026-04-02 10:06:31","Ready","","Free Hold","No","3","4 B/R","2","8019","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","418.5","0.38","372.84","390.63","","","","","","","2026-04-02 10:06:33","Ready","","Free Hold","No","3","4 B/R","2","8063","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","400","0.51","343.85","388.99","","","","","","","2026-04-02 10:08:56","Ready","","Free Hold","No","3","4 B/R","2","8623","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.27","266.38","323.29","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8076","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","315.73","0.29","281.29","329.1","","","","","","","2026-04-02 10:06:27","Ready","","Free Hold","No","3","3 B/R","2","8257","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","303.43","0.28","270.33","323.29","","","","","","","2026-04-02 10:06:27","Ready","","Free Hold","No","3","3 B/R","2","8282","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","405.59","0.37","361.34","390.63","","","","","","","2026-04-02 10:06:30","Ready","","Free Hold","No","3","4 B/R","2","8193","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","327.3","0.3","291.59","323.29","","","","","","","2026-04-02 10:06:24","Ready","","Free Hold","No","3","3 B/R","2","8131","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","343.25","0.31","305.8","329.1","","","","","","","2026-04-02 10:06:25","Ready","","Free Hold","No","3","3 B/R","2","8106","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","306.64","0.39","263.6","323.29","","","","","","","2026-04-02 10:08:55","Ready","","Free Hold","No","3","3 B/R","2","8592","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","411.96","0.37","367.02","388.99","","","","","","","2026-04-02 10:06:32","Ready","","Free Hold","No","3","4 B/R","2","8055","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","554.01","0.5","493.57","388.99","","","","","","","2026-04-02 10:06:30","Ready","","Free Hold","No","3","4 B/R","2","8168","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","363.08","0.46","312.12","323.29","","","","","","","2026-04-02 10:08:55","Ready","","Free Hold","No","3","3 B/R","2","8591","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.27","266.38","329.1","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8081","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","438.93","0.56","377.32","388.99","","","","","","","2026-04-02 10:08:58","Ready","","Free Hold","No","3","4 B/R","2","8524","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","413.24","0.52","355.24","388.99","","","","","","","2026-04-02 10:08:57","Ready","","Free Hold","No","3","4 B/R","2","8528","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","303.62","0.28","270.5","329.1","","","","","","","2026-04-02 10:06:29","Ready","","Free Hold","No","3","3 B/R","2","8227","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","406.75","0.37","362.38","390.63","","","","","","","2026-04-02 10:06:30","Ready","","Free Hold","No","3","4 B/R","2","8182","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","406.75","0.37","362.38","390.63","","","","","","","2026-04-02 10:06:29","Ready","","Free Hold","No","3","4 B/R","2","8179","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","299","0.27","266.38","323.29","","","","","","","2026-04-02 10:06:25","Ready","","Free Hold","No","3","3 B/R","2","8101","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","450.78","0.57","387.51","388.99","","","","","","","2026-04-02 10:08:53","Ready","","Free Hold","No","3","4 B/R","2","8664","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","298.99","0.27","266.37","329.1","","","","","","","2026-04-02 10:06:26","Ready","","Free Hold","No","3","3 B/R","2","8069","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","303.4","0.28","270.3","323.29","","","","","","","2026-04-02 10:06:30","Ready","","Free Hold","No","3","3 B/R","2","8277","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
"Villa","465.73","0.59","400.36","390.25","","","","","","","2026-04-02 10:08:54","Ready","","Free Hold","No","3","4 B/R","2","8670","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","400","0.51","343.85","390.25","","","","","","","2026-04-02 10:08:56","Ready","","Free Hold","No","3","4 B/R","2","8608","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","400","0.51","343.85","388.99","","","","","","","2026-04-02 10:08:57","Ready","","Free Hold","No","3","4 B/R","2","8554","","Commercial","","4451","Faro 2 The Heights","Al Yelayiss 5","Dubai"
"Villa","442.88","0.4","394.56","390.63","","","","","","","2026-04-02 10:06:31","Ready","","Free Hold","No","3","4 B/R","2","8032","","Commercial","","4450","Faro The Heights","Al Yelayiss 5","Dubai"
